Real Madrid,ESP,1,2,4,6,8,8,10,15,20,22,25
Atlético de Madrid,ESP,2,3,7,8,12,15,20,23,24
Bayern,GER,5,8,10,13,16,20,22,25
Barcelona,ESP,1,3,5,8,9,10,12,14,16,18,20,21,25
Juventus,ITA,2,4,5,7,9,10,12,13,15,20,21,25
Paris Saint Germain,FRA,3,6,8,10,11
Manchester City,ENG,12,15,20,21,21,22,25
Lokomotiv,RUS,1,5,8,10,11,12,12,15,20,22,23,25
Borussia Dortmund,GER,2,2,4,10,14,15,18,22,21,24,25
Oporto,POR,1,1,2,4,5,6,20,21,22,23,24,25,25
Manchester United,ENG,2,2,3,3,3,6,7,8,11,12,14,15,15,17,18,20,22
Shakhtar Donetsk,UKR,5,5,12,10,11,20,21,6
Benfica,POR,1,1,2,3,4,5,6,7,8,9,10,12,13,15,16,18,20
Nápoles,ITA,3,6,9,20,22,23,24,25,25
Tottenham Hotspur,ENG,1,2,3,4,5,6,7,8,9,10,12,18,20,21
Especiales,-,1,5,9,10,11,14,15,18,20,22,25
Roma,ITA,1,3,5,7,8,9,10,12,13,14,18,20,21,22,23,24,25
Liverpool,ENG,5,6,7,9,11,12,15,18,20,22,25
Schalke,GER,1,1,3,3,5,10,11,12,13,14,15,18,20,22,25
Lyon,FRA,2,4,5,6,8,10,11,12,14,15,16,20,22,24,25
Mónaco,FRA,1,4,7,8,10,11,15,16,18,20,22
Ajax,HOL,2,5,10,16,19,20,25
CSKA de Moscú,RUS,2,10,15,20,22
PSV Eindhoven,HOL,1,2,3,4,5,5,5,8,9,10,12,15,18
Valencia,ESP,4,5,7,7,8,9,10,12,17,20,22,23,24,25
Viktoria Plzen,CZE,2,4,7,8,10,11,13,14,15,18,20,22,22,25
Brujas,BEL,2,5,9,10,11,11,14,16,18,20,22,25
Galatasaray,TUR,1,2,3,4,5,6,7,8,9,10,12,14,18,20
Young Boys,SUI,5,7,10,18
Inter de Milán,ITA,1,2,3,4,5,6,7,8,9,10,20,22,23
Hoffenheim,GER,2,6,10,14,11,19,20,21,21
Estrella Roja,SRB,10,11,18,19,20
AEK de Atenas,GRE,1,2,3,4,8,9,11,15,20,21,21
